id;nombre;desarrollador;jugadores;genero;PEGI;plataforma;ano_salida;descripcion
638;"Wolfenstein: Youngblood";"MachineGames";"1-2";"Shooter, Acción";"18";"PC, PS4, Xbox One, Switch";"2019";"Enfrenta la amenaza nazi en Wolfenstein: Youngblood. Juega con amigos, libera París y vive la intensidad del shooter en este juego para varias plataformas."
639;"Aliens vs Predator: Evolution";"Angry Mob Games";"1-4";"Shooter, Acción";"18";"iOS, Android";"2013";"Elige tu bando en Aliens vs Predator: Evolution. Lucha como alien, depredador o marine, enfrenta a tus enemigos y vive la emoción del shooter en este juego para dispositivos móviles."
640;"The Temple of Elemental Evil";"Troika Games";"1";"RPG, Estrategia";"16";"PC";"2003";"Enfréntate al mal en The Temple of Elemental Evil. Forma tu grupo, explora mazmorras y vive la epopeya del RPG de estrategia en este juego para PC."
641;"Mi Experto en Perros: César Millán";"Ubisoft";"1";"Simulación, Educación";"3";"DS";"2009";"Conviértete en un experto en perros con Mi Experto en Perros: César Millán. Entrena cachorros, resuelve problemas y vive la experiencia educativa en este juego para la Nintendo DS."
642;"Naruto to Boruto: Shinobi Striker";"Soleil Ltd.";"1-4";"Acción, Anime";"12";"PC, PS4, Xbox One";"2018";"Únete a la batalla en Naruto to Boruto: Shinobi Striker. Crea tu ninja, forma equipos y vive la acción del anime en este juego para varias plataformas."
643;"Sega Superstars Tennis";"Sumo Digital";"1-4";"Deportes, Party";"3";"PS2, PS3, Xbox 360";"2008";"Participa en torneos de tenis en Sega Superstars Tennis. Elige a tu personaje, desbloquea habilidades especiales y vive la diversión del tenis en este juego para la PS2, PS3 y Xbox 360."
644;"Military Madness";"Hudson Soft";"1-4";"Estrategia, Turnos";"7";"Wii";"2009";"Enfréntate a la guerra en Military Madness. Desarrolla estrategias, despliega unidades y vive la emoción de la estrategia por turnos en este juego para la Wii."
645;"Pac-Man World Rally";"Smart Bomb Interactive";"1-4";"Carreras, Arcade";"3";"PSP, PS2, GameCube";"2006";"Corre con Pac-Man en Pac-Man World Rally. Utiliza poderes, evita obstáculos y vive la velocidad de las carreras arcade en este juego para la PSP, PS2 y GameCube."
646;"Nostale";"Entwell";"1";"RPG, Fantasía";"12";"PC";"2006";"Embárcate en una aventura en Nostale. Elige tu clase, forma equipos y vive la fantasía del RPG en este juego para PC."
647;"Puppeteer";"SCE Japan Studio";"1";"Plataformas, Aventura";"7";"PS3";"2013";"Descubre un mundo de marionetas en Puppeteer. Utiliza tijeras mágicas, enfrenta jefes y vive la magia de las plataformas en este juego para la PS3."
648;"Nanashi No Game";"Square Enix";"1";"Horror, Aventura";"16";"DS";"2008";"Enfrenta terrores en Nanashi No Game. Resuelve acertijos, escapa de entidades y vive la experiencia de horror y aventura en este juego para la Nintendo DS."
649;"Ikaruga";"Treasure";"1-2";"Shooter, Arcade";"7";"PC, Xbox 360";"2001";"Sumérgete en un mundo de balas en Ikaruga. Cambia de polaridad, enfrenta desafíos y vive la acción del shooter arcade en este juego para PC y Xbox 360."
650;"Marvel vs. Capcom Origins";"Iron Galaxy Studios";"1-2";"Lucha, Arcade";"12";"PS3, Xbox 360";"2012";"Participa en épicas batallas en Marvel vs. Capcom Origins. Elige tu equipo, realiza combos y vive la emoción del juego de lucha arcade en este título para la PS3 y Xbox 360."
651;"Rush Duel";"Konami";"1-2";"Cartas, Estrategia";"7";"Switch";"2021";"Participa en duelos de cartas en Rush Duel. Construye tu mazo, desafía a oponentes y vive la estrategia en este juego para la Nintendo Switch."
652;"Nobody Saves the World";"DrinkBox Studios";"1-2";"Acción, RPG";"12";"PC, Xbox Series X/S";"2022";"Conviértete en un héroe versátil en Nobody Saves the World. Cambia de forma, desbloquea habilidades y vive la experiencia del RPG de acción en este juego para PC y Xbox Series X/S."
653;"Doom 3";"id Software";"1";"Shooter, Horror";"18";"PC, Xbox";"2004";"Enfrenta horrores en Doom 3. Explora instalaciones, elimina demonios y vive la intensidad del shooter de horror en este juego para PC y Xbox."
654;"Doom 2";"id Software";"1-4";"Shooter, Arcade";"18";"PC";"1994";"Sobrevive al infierno en Doom 2. Dispara a hordas de enemigos, encuentra llaves y vive la acción del shooter arcade en este clásico juego para PC."
655;"Patapon";"Japan Studio";"1";"Estrategia, Ritmo";"7";"PSP";"2007";"Comanda a los Patapon en su viaje en Patapon. Ríete al ritmo, ejecuta comandos y vive la estrategia del juego de ritmo y estrategia en la PSP."
656;"3on3 FreeStyle";"Joycity";"1-6";"Deportes, Baloncesto";"3";"PC, PS4, Xbox One";"2016";"Enfréntate en emocionantes partidos de baloncesto en 3on3 FreeStyle. Forma tu equipo, realiza jugadas espectaculares y vive la diversión del deporte en este juego para varias plataformas."
657;"TFM: The First Men";"Santiago Santiago";"1";"Aventura, Puzzle";"12";"PC";"2022";"Descubre los misterios de TFM: The First Men. Resuelve puzles, explora mundos y vive la narrativa de aventura y puzzle en este juego para PC."
658;"Stranger Things 3: The Game";"BonusXP";"1-2";"Acción, Aventura";"12";"PC, PS4, Xbox One, Switch";"2019";"Revive los eventos de Stranger Things 3 en el juego homónimo. Explora Hawkins, enfrenta peligros y vive la experiencia de acción y aventura en este título para varias plataformas."
659;"Tenchu: Time Of The Assassins";"K2 LLC";"1-4";"Acción, Sigilo";"16";"PSP";"2005";"Conviértete en un ninja mortal en Tenchu: Time Of The Assassins. Realiza asesinatos sigilosos, utiliza herramientas ninja y vive la emoción del sigilo en este juego para la PSP."
660;"Loopmancer";"Mikheev Egor";"1";"Acción, Arcade";"12";"PC";"2023";"Sumérgete en la distorsión del tiempo en Loopmancer. Dispara, esquiva obstáculos y vive la acción del juego arcade en este título para PC."
661;"Super Mega Baseball 4";"Metalhead Software";"1-4";"Deportes, Béisbol";"3";"PC, PS4, Xbox One";"2022";"Disfruta del béisbol en Super Mega Baseball 4. Crea tu equipo, juega partidos emocionantes y vive la diversión del deporte en este juego para varias plataformas."
662;"Final Fantasy: Revenant Wings";"Square Enix";"1";"RPG, Estrategia";"12";"DS";"2007";"Explora el mundo de Final Fantasy: Revenant Wings. Forma escuadrones, lucha contra enemigos y vive la estrategia del RPG en este juego para la Nintendo DS."
663;"Resonance of Fate 4K / HD Edition";"tri-Ace";"1";"RPG, Acción";"16";"PC, PS4";"2018";"Sumérgete en un mundo steampunk en Resonance of Fate 4K / HD Edition. Personaliza armas, enfrenta desafíos y vive la experiencia del RPG de acción en este juego para PC y PS4."
664;"Digimon Story: Super Xros";"Bandai Namco Entertainment";"1";"RPG, Aventura";"7";"DS";"2011";"Embárcate en una aventura digital en Digimon Story: Super Xros. Colecciona Digimon, participa en batallas y vive la emoción del RPG de aventura en este juego para la Nintendo DS."
665;"Blue Protocol";"Bandai Namco Entertainment";"1-4";"RPG, Acción";"16";"PC";"2023";"Explora un mundo fantástico en Blue Protocol. Elige tu clase, derrota monstruos y vive la epopeya del RPG de acción en este juego para PC."
666;"Beyond Good & Evil 2";"Ubisoft Montpellier";"1-4";"Aventura, Sci-Fi";"18";"PC, PS5, Xbox Series X/S";"TBD";"Descubre nuevos mundos en Beyond Good & Evil 2. Forma una tripulación, explora planetas y vive la aventura de ciencia ficción en este juego para PC, PS5 y Xbox Series X/S."
667;"Star Citizen";"Cloud Imperium Games";"1-5";"Simulación, Espacial";"18";"PC";"TBD";"Embárcate en una odisea espacial en Star Citizen. Pilota naves, comercia con jugadores y vive la simulación espacial en este juego para PC."
668;"Metroid Prime 4";"Nintendo";"1";"Acción, Aventura";"12";"Switch";"TBD";"Únete a Samus en una nueva misión en Metroid Prime 4. Explora planetas, enfrenta amenazas y vive la acción y aventura en este juego para la Nintendo Switch."
669;"LEGO SW: El Despertar de la Fuerza";"Traveller's Tales";"1-2";"Aventura, Acción";"7";"PC, PS4, Xbox One, Switch";"2016";"Revive la saga en LEGO SW: El Despertar de la Fuerza. Juega como tus personajes favoritos, resuelve puzles y vive la aventura en este juego para varias plataformas."
670;"Imagina ser: Profesora";"Ubisoft";"1";"Simulación, Educación";"3";"DS";"2010";"Conviértete en profesora en Imagina ser: Profesora. Enseña a tus alumnos, crea actividades educativas y vive la experiencia educativa en este juego para la Nintendo DS."
671;"Lost Planet 2";"Capcom";"1-4";"Shooter, Sci-Fi";"16";"PC, PS3, Xbox 360";"2010";"Enfrenta peligros en Lost Planet 2. Forma equipo, lucha contra gigantes y vive la acción de ciencia ficción en este juego para PC, PS3 y Xbox 360."
672;"Sky Force Reloaded";"Infinite Dreams";"1";"Shooter, Arcade";"7";"PC, PS4, Xbox One, Switch";"2016";"Pilota tu nave en Sky Force Reloaded. Mejora tu armamento, enfrenta oleadas de enemigos y vive la emoción del shooter arcade en este juego para varias plataformas."
673;"NieR: Automata - The End of YoRHa Edition";"PlatinumGames";"1";"RPG, Acción";"18";"PC, PS4, Xbox One";"2019";"Descubre un mundo postapocalíptico en NieR: Automata. Controla androides, combate enemigos y vive la epopeya del RPG de acción en este juego para PC, PS4 y Xbox One."
674;"Warhammer Quest 2: The End Times";"Perchang";"1";"Estrategia, RPG";"12";"PC, iOS, Android";"2019";"Embárcate en una aventura en Warhammer Quest 2: The End Times. Forma tu grupo, explora mazmorras y vive la estrategia del RPG en este juego para PC y dispositivos móviles."
675;"Rogue Lords";"Leikir Studio";"1";"RPG, Estrategia";"16";"PC, PS4, Xbox One, Switch";"2021";"Únete a los señores oscuros en Rogue Lords. Utiliza poderes sobrenaturales, desafía a cazadores y vive la experiencia del RPG de estrategia en este juego para varias plataformas."
676;"Jak and Daxter (Fan Remake)";"Desconocido";"1";"Aventura, Plataformas";"12";"PC";"TBD";"Revive las aventuras en Jak and Daxter (Fan Remake). Explora mundos, recolecta precursor orbs y vive la nostalgia de las plataformas en este juego para PC."
677;"Risen";"Piranha Bytes";"1";"RPG, Mundo Abierto";"16";"PC, Xbox 360";"2009";"Descubre un mundo en Risen. Desarrolla tu personaje, enfrenta criaturas y vive la libertad del RPG de mundo abierto en este juego para PC y Xbox 360."
678;"Dead or Alive: Paradise";"Team Ninja";"1";"Deportes, Casino";"16";"PSP";"2010";"Relájate en Dead or Alive: Paradise. Disfruta en la isla, participa en minijuegos y vive la experiencia de casino en este juego para la PSP."
679;"Torchlight 3";"Echtra Games";"1-4";"RPG, Acción";"12";"PC, PS4, Xbox One, Switch";"2020";"Adéntrate en mazmorras en Torchlight 3. Elige tu clase, saquea tesoros y vive la acción del RPG en este juego para varias plataformas."
680;"A Knight's Quest";"Sky 9 Games";"1";"Aventura, Acción";"12";"PC, PS4, Xbox One, Switch";"2019";"Embárcate en una búsqueda en A Knight's Quest. Resuelve puzles, enfrenta enemigos y vive la aventura en este juego para varias plataformas."
681;"Homefront: The Revolution";"Dambuster Studios";"1";"Shooter, Mundo Abierto";"18";"PC, PS4, Xbox One";"2016";"Únete a la resistencia en Homefront: The Revolution. Combate la ocupación, lidera revueltas y vive la lucha por la libertad en este juego para PC, PS4 y Xbox One."
682;"Twin Soul";"Lince Works";"1";"Aventura, Sigilo";"16";"PC, PS4, Xbox One";"TBD";"Embárcate en una historia de amor y oscuridad en Twin Soul. Utiliza poderes sobrenaturales, resuelve acertijos y vive la experiencia del juego de aventuras en este título para varias plataformas."
683;"La Edad de Oro del Pop Español";"Mangusta Productions";"1";"Música";"7";"PC, PS4, Xbox One";"2022";"Revive los éxitos en La Edad de Oro del Pop Español. Escucha tus canciones favoritas, descubre la historia musical y vive la nostalgia en este juego para varias plataformas."
684;"Arcadegeddon";"IllFonic";"1-4";"Acción, Shooter";"16";"PC, PS5";"2022";"Entra en la arena en Arcadegeddon. Forma equipo, compite contra otros jugadores y vive la acción del juego de disparos en este título para PC y PS5."
685;"Romance of the Three Kingdoms XIV";"Koei Tecmo";"1";"Estrategia, Histórico";"12";"PC, PS4";"2020";"Construye tu imperio en Romance of the Three Kingdoms XIV. Elige tu estrategia, forma alianzas y vive la épica del juego de estrategia en este título para PC y PS4."
686;"Astro Boy";"Arzest";"1";"Aventura, Plataformas";"7";"DS";"2009";"Embárcate en aventuras en Astro Boy. Utiliza poderes robóticos, enfrenta enemigos y vive la emoción de las plataformas en este juego para la Nintendo DS."
687;"Street Fighter 30th Anniversary";"Capcom";"1-2";"Lucha, Arcade";"12";"PC, PS4, Xbox One, Switch";"2018";"Celebra 30 años de Street Fighter. Juega clásicos, compite contra amigos y vive la nostalgia del juego de lucha en este título para varias plataformas."
688;"Désiré";"Sylvain Seccia";"1";"Aventura Gráfica";"16";"PC, Android, iOS";"2015";"Sumérgete en una historia de emociones en Désiré. Toma decisiones, resuelve acertijos y vive la experiencia de la aventura gráfica en este juego para PC y dispositivos móviles."
689;"Rainbow Moon";"Eastasiasoft";"1";"RPG, Estrategia";"12";"PS3, PS4, PS Vita";"2012";"Explora mundos en Rainbow Moon. Derrota monstruos, recluta aliados y vive la estrategia del RPG en este juego para PlayStation."
690;"Flight Sim World";"Dovetail Games";"1";"Simulación, Vuelo";"3";"PC";"2017";"Pilota aviones en Flight Sim World. Elige rutas, experimenta condiciones climáticas y vive la simulación de vuelo en este juego para PC."
691;"Crystar";"FURYU Corporation";"1";"RPG, Acción";"16";"PC, PS4";"2019";"Enfrenta tus emociones en Crystar. Lucha contra criaturas, explora mundos y vive la acción del RPG en este juego para PC y PS4."
692;"Dust: An Elysian Tail";"Humble Hearts";"1";"Acción, RPG";"12";"PC, PS4, Xbox 360";"2012";"Descubre un mundo de antropomorfos en Dust: An Elysian Tail. Combate enemigos, mejora habilidades y vive la aventura del juego de acción y RPG en este título para varias plataformas."
693;"Hello Kitty Online";"Sanrio Digital";"1";"MMORPG, Social";"3";"PC";"2009";"Explora el mundo de Hello Kitty Online. Personaliza tu personaje, socializa con otros jugadores y vive la experiencia del MMORPG en este juego para PC."
694;"F.E.A.R. 2: Project Origin";"Monolith Productions";"1";"Shooter, Horror";"18";"PC, PS3, Xbox 360";"2009";"Enfrenta el horror en F.E.A.R. 2: Project Origin. Sobrevive a fenómenos paranormales, descubre la verdad y vive la experiencia del shooter de horror en este juego para PC, PS3 y Xbox 360."
695;"Destiny 2: La Forma Final";"Bungie";"1-6";"Shooter, MMO";"16";"PC, PS4, Xbox One";"2017";"Únete a la lucha en Destiny 2: La Forma Final. Forma equipo con guardianes, enfrenta enemigos alienígenas y vive la acción del shooter MMO en este juego para varias plataformas."
696;"Las Crónicas de Spiderwick";"Stormfront Studios";"1";"Aventura, Fantasía";"7";"PC, PS2, Xbox 360";"2008";"Explora el mundo mágico en Las Crónicas de Spiderwick. Resuelve acertijos, enfrenta criaturas fantásticas y vive la aventura de fantasía en este juego para PC, PS2 y Xbox 360."
697;"Miitopia";"Nintendo";"1";"RPG, Simulación";"7";"3DS, Switch";"2017";"Únete a tus Miis en Miitopia. Personaliza personajes, forma equipos y vive la experiencia del RPG de simulación en este juego para la Nintendo 3DS y Switch."
698;"Good Job!";"Paladin Studios";"1-2";"Puzle, Simulación";"3";"Switch";"2020";"Conviértete en un exitoso ejecutivo en Good Job!. Completa tareas, realiza desafíos y vive la diversión de los puzles y simulación en este juego para la Nintendo Switch."
699;"Imagina Ser: Veterinaria hospital de cachorros";"Ubisoft";"1";"Simulación, Educación";"3";"DS";"2011";"Conviértete en veterinario en Imagina Ser: Veterinaria hospital de cachorros. Cuida de mascotas, realiza exámenes y vive la experiencia educativa en este juego para la Nintendo DS."
